imdb_id,date
tt0119578,1997-05-16
tt0097390,1988-04-07
tt2294677,2013-08-09
tt7721800,2019-06-05
tt1155592,2008-07-25
tt4190530,2016-08-12
tt0141399,2000-01-28
tt0441007,2007-06-01
tt0420332,2004-11-12
tt0100142,1990-08-03
tt0153464,2000-04-14
tt0094597,1988-12-09
tt1024715,2008-09-26
tt2531318,2016-09-15
tt0188863,1999-09-10
tt0118111,1996-08-21
tt1568150,2010-01-25
tt0468565,2005-08-18
tt0087100,1984-10-19
tt0084084,1982-08-27
tt0105577,1992-02-21
tt0398872,2004-04-23
tt0271219,2002-11-01
tt0243017,2001-01-23
tt0194544,1999-03-12
tt0248126,2001-12-14
tt0150216,1999-12-10
tt0093638,1987-10-23
tt0114805,1995-08-11
tt6836936,2019-08-29
tt2967006,2014-04-24
tt0088379,1984-09-07
tt0101356,1991-07-26
tt0082764,1981-03-13
tt1787988,2012-11-30
tt0084173,1982-10-22
tt0089883,1985-01-01
tt2051894,2013-04-19
tt2358891,2013-05-21
tt6212478,2018-06-01
tt0102388,1991-09-30
tt0120907,1999-04-14
tt1869425,2013-04-19
tt0106233,1993-09-17
tt5702446,2018-09-07
tt1462054,2010-04-09
tt0114057,1995-12-15
tt4420704,2017-02-10
tt0114113,1995-05-12
tt0096018,1988-09-09
tt0105236,1992-09-02
tt0107284,1993-02-19
tt2326574,2014-09-05
tt0105159,1992-03-27
tt0091954,1986-10-24
tt0329388,2003-09-17
tt3532608,2014-07-25
tt0104990,1992-04-10
tt5428662,2016-01-28
tt0084935,1983-08-19
tt0118040,1996-02-23
tt0110074,1994-03-11
tt0463345,2005-11-04
tt0104812,1993-04-22
tt2082197,2012-09-13
tt0102782,1991-08-02
tt0081080,1980-10-24
tt0119361,1997-03-28
tt0105871,1992-04-24
tt0118147,1996-10-25
tt4044364,2014-10-24
tt0093164,1986-01-01
tt4009460,2014-11-14
tt0107107,1993-01-22
tt0074256,1976-07-22
tt0455538,2008-10-02
tt4823538,2018-02-09
tt0097438,1989-01-13
tt0112895,1995-08-25
tt0087464,1984-09-28
tt0328962,2002-10-25
tt2799166,2014-12-04
tt0373175,2003-11-12
tt0092850,1986-04-13
tt0168808,1998-10-11
tt0099409,1990-10-05
tt0238936,2002-07-11
tt0118694,2000-05-22
tt2215477,2013-11-14
tt6988116,2019-04-17
tt0089304,1984-10-04
tt0105378,1991-12-05
tt7131870,2017-07-27
tt0352994,2004-02-05
tt2652092,2014-06-27
tt4411596,2017-06-08
tt1179258,2009-02-10
tt0464049,2006-10-02
tt0114435,1995-08-25
tt3312830,2015-05-20
tt1531663,2011-05-13
tt0102989,1991-06-13
tt0375104,2004-04-30
tt0468489,2006-08-11
tt0092537,1987-05-01
tt1023114,2010-09-03
tt0111094,1994-09-30
tt0114279,1995-12-29
tt0086945,1984-01-01
tt0088765,1985-11-22
tt0096945,1989-08-17
tt0093176,1987-10-16
tt0418773,2005-08-03
tt0098994,1990-08-24
tt0770802,2011-09-16
tt2888046,2015-12-19
tt0113737,1995-08-30
tt7549776,2019-08-30
tt0083941,1982-08-26
tt3065132,2015-09-12
tt0091767,1986-10-03
tt0115964,1996-07-17
tt0808244,2008-01-01
tt4964788,2018-05-09
tt4594834,2015-12-04
tt6980546,2018-04-20
tt0116768,1996-04-02
tt0119832,1997-11-14
tt0441048,2006-11-24
tt0119670,1998-10-23
tt0102511,1991-12-27
tt0238247,2000-03-10
tt2265171,2014-03-27
tt0210727,1999-01-01
tt0286218,2004-10-03
tt0080103,1979-03-14
tt0374563,2007-03-09
tt1817676,2012-05-11
tt1441395,2014-03-14
tt0092723,1987-08-07
tt0104401,1986-01-17
tt0790770,2016-01-22
tt1289419,2010-10-15
tt4900716,2016-03-18
tt3541262,2014-07-30
tt8170902,2018-11-29
tt6054650,2017-09-29
tt0391024,2004-01-15
tt0119574,1997-01-01
tt3268668,2015-09-17
tt0093223,1987-10-11
tt0101640,1991-12-20
tt0115744,1996-11-01
tt0112757,1995-04-21
tt0106505,1993-09-03
tt0084156,1982-12-10
tt6360332,2017-02-23
tt0099939,1990-07-18
tt0094593,1988-04-08
tt0088322,1984-06-12
tt0091508,1986-09-19
tt0089569,1985-09-27
tt0205873,2000-07-11
tt1692486,2011-09-16
tt0092022,1986-01-01
tt2263944,2013-03-30
tt1772925,2011-06-11
tt3859076,2015-10-16
tt2905838,2014-10-02
tt0099832,1990-04-06
tt0301414,2002-09-02
tt0092117,1986-10-10
tt1127715,2009-03-20
tt6046212,2017-08-11
tt0309987,2003-09-01
tt1839492,2012-07-25
tt0085794,1982-12-18
tt5742374,2017-11-08
tt0311648,2003-01-19
tt2112131,2012-12-21
tt1411664,2011-09-09
tt0089838,1984-11-09
tt1562871,2011-10-24
tt0978759,2008-08-01
tt0091836,1986-08-22
tt0103617,1992-01-09
tt0290212,2002-08-02
tt0089555,1985-09-27
tt0105226,1993-07-08
tt2349460,2013-10-04
tt2872462,2015-08-14
tt0310778,2003-04-16
tt0089015,1985-10-01
tt0086216,1983-10-20
tt0088117,1984-11-09
tt0117768,1996-08-08
tt0091713,1986-04-01
tt0113851,1995-09-29
tt0343996,2005-09-03
tt0094035,1987-01-22
tt0093512,1987-08-21
tt0087054,1984-08-29
tt1034415,2018-10-11
tt2372222,2014-07-25
tt1185431,2009-08-21
tt4778988,2017-11-03
tt0113463,1995-03-31
tt0091578,1985-11-16
tt0118566,1997-12-26
tt0082497,1981-04-24
tt0491203,2017-07-13
tt0264578,2000-09-02
tt1673697,2012-08-08
tt1216491,2014-10-09
tt0086405,1983-02-18
tt0099277,1990-04-01
tt1596345,2015-09-16
tt0085892,1983-08-12
tt0066434,1971-03-11
tt0088184,1984-10-01
tt0154587,1964-01-01
tt0108187,1993-01-01
tt1544600,2011-02-25
tt0095428,1988-09-23
tt1275863,2009-07-31
tt1166100,2008-12-25
tt1334260,2010-09-15
tt0116606,1996-03-08
tt2364897,2016-09-09
tt0097334,1989-03-03
tt2398231,2014-05-18
tt0796375,2007-02-09
tt6336356,2017-07-08
tt2309788,2012-07-09
tt6217608,2018-03-21
tt0118818,1997-06-01
tt0101898,1991-03-20
tt0080116,1979-06-01
tt7339248,2019-07-12
tt0088318,1984-04-11
tt0092842,1987-02-06
tt0099164,1990-03-09
tt0091343,1987-01-09
tt0383222,2005-10-22
tt0116839,1996-01-12
tt6820256,2018-11-21
tt0109913,1994-06-10
tt2763304,2017-01-27
tt0239986,2001-11-23
tt2125666,2012-07-06
tt6595896,2017-07-15
tt5186714,2016-06-24
tt3850544,2016-09-16
tt0106339,1994-04-01
tt0090904,1986-05-09
tt0083907,1981-09-10
tt0107302,1993-09-01
tt7158430,2018-06-08
tt1618432,2013-10-18
tt0374546,2003-09-19
tt0112461,1995-04-21
tt1226774,2009-01-22
tt0118789,1998-01-20
tt0118926,2002-09-20
tt0114134,1996-05-12
tt5946128,2016-11-23
tt0120152,1997-02-28
tt0084259,1982-04-02
tt0090670,1986-04-18
tt0099460,1990-01-12
tt2016894,2012-08-15
tt0106761,1994-11-04
tt0375912,2004-09-30
tt8264546,2018-07-27
tt2059255,2012-08-07
tt1012804,2008-04-07
tt0189541,2001-02-14
tt0110081,1994-05-26
tt2545428,2015-01-25
tt1139592,2017-09-26
tt5093026,2017-09-07
tt0096464,1988-06-17
tt0181530,1999-09-01
tt0253200,2001-09-10
tt1924429,2013-03-27
tt0094304,1987-10-16
tt0085895,1983-04-01
tt0100928,1990-09-14
tt0091934,1986-08-29
tt5684466,2016-06-02
tt0094868,1988-05-18
tt4902904,2017-01-20
tt0109920,1994-07-14
tt0120107,1997-01-31
tt0085933,1983-05-28
tt0069946,1973-12-19
tt3812366,2014-12-17
tt3495026,2016-04-14
tt1869716,2013-05-31
tt0111579,1994-05-01
tt6938828,2018-11-15
tt5715874,2017-10-20
tt0119621,1998-07-02
tt2150332,2012-07-02
tt0091963,1986-10-31
tt0114039,1996-01-26
tt0126036,1997-10-15
tt0120643,1998-09-04
tt0102340,1992-01-24
tt0126938,1997-09-11
tt0105017,1992-03-20
tt0126604,1998-09-25
tt0100557,1990-02-15
tt0335013,2003-09-10
tt1185616,2008-06-25
tt1185836,2009-07-07
tt0091647,1986-03-07
tt0084931,1982-09-24
tt2126235,2016-08-04
tt0103882,1991-10-01
tt7485048,2019-07-12
tt0215545,2000-10-06
tt0103069,1990-09-28
tt0102915,1991-08-23
tt0389326,2004-07-09
tt0110329,1994-04-07
tt0460791,2008-01-03
tt0080790,1980-03-28
tt2639344,2014-02-07
tt2077851,2012-08-24
tt0096283,1988-04-16
tt2739338,2013-11-22
tt0052311,1958-03-30
tt0098335,1989-03-31
tt0337996,2003-04-04
tt0775489,2010-02-16
tt3719896,2015-11-13
tt0100873,1990-12-02
tt0935075,2010-12-16
tt2372678,2014-04-17
tt1149362,2009-10-06
tt2392326,2013-10-04
tt0094021,1987-07-10
tt0461936,2006-10-20
tt0396171,2006-09-13
tt0800241,2008-01-18
tt0323944,2003-11-14
tt0099395,1990-03-23
tt0456144,2006-01-01
tt0113416,1995-06-16
tt0179116,1999-12-09
tt0137439,1998-09-07
tt0093664,1987-02-01
tt0251141,2000-09-08
tt0468492,2006-07-27
tt0405508,2006-01-26
tt0108041,1993-05-28
tt0120823,1998-05-18
tt2278871,2013-10-09
tt0379217,2003-09-05
tt0114938,1995-12-01
tt1321511,2013-11-14
tt5770620,2017-05-05
tt0087197,1984-07-20
tt1029231,2013-11-01
tt0087884,1984-05-19
tt0093898,1987-11-06
tt0094747,1988-07-01
tt3614530,2015-10-22
tt7231342,2018-06-28
tt0118851,1997-11-14
tt0120856,1998-04-24
tt0088987,1985-03-01
tt7639372,2019-02-22
tt2380331,2013-09-06
tt1985019,2013-08-15
tt0482088,2006-12-13
tt0160216,1999-08-27
tt0119590,1997-05-28
tt0164085,1999-06-04
tt0098261,1989-06-03
tt0090219,1985-09-10
tt0109729,1994-06-03
tt0120514,1997-09-01
tt4958468,2016-12-25
tt0082507,1981-12-18
tt0093516,1986-10-27
tt0105256,1992-10-01
tt5247022,2016-11-17
tt2887322,2013-10-09
tt5700672,2016-07-20
tt2691580,2013-02-01
tt0110588,1994-09-07
tt5884230,2017-09-14
tt0093567,1987-02-20
tt1139797,2008-01-26
tt0073015,1975-08-01
tt0081759,1980-01-18
tt0089869,1985-09-08
tt0113749,1995-10-20
tt0086541,1983-02-04
tt0107719,1993-11-24
tt2425486,2013-02-10
tt0101252,1991-11-01
tt0363532,2004-02-05
tt0439662,2006-05-26
tt0369702,2004-09-03
tt0301893,2002-01-18
tt0107875,1992-12-18
tt0108249,1993-01-01
tt0099480,1990-11-30
tt0113849,1995-09-11
tt0116269,1996-04-03
tt0116041,1996-01-01
tt5672286,2018-04-13
tt0188030,1999-09-24
tt0162710,1999-07-23
tt0499375,2007-01-12
tt0120906,1998-01-30
tt1235166,2009-08-26
tt0106966,1993-12-01
tt0086264,1983-04-01
tt0115012,1995-09-14
tt4950110,2016-10-21
tt0080975,1980-01-18
tt0096028,1988-08-24
tt1182937,2008-12-11
tt0316188,2002-05-16
tt0111149,1994-12-22
tt0380599,2005-09-23
tt0087956,1984-03-30
tt2545118,2013-06-07
tt0393109,2006-03-31
tt1082886,2008-07-03
tt0100594,1990-10-24
tt0369994,2006-07-28
tt0101531,1990-11-16
tt0137386,1998-07-24
tt0117677,1996-10-17
tt1255953,2010-09-04
tt2053425,2012-05-17
tt3148502,2015-11-27
tt0298744,2002-10-18
tt0093713,1987-12-25
tt0129332,1999-03-16
tt0107523,1993-03-26
tt0099951,1990-04-27
tt0124179,1997-09-07
tt0218043,1999-10-22
tt0090206,1985-09-18
tt0098222,1989-03-17
tt0149723,1998-02-05
tt0444112,2006-02-15
tt0086429,1983-11-04
tt0097607,1989-03-10
tt0115676,1996-01-26
tt1045772,2009-01-18
tt0234354,2001-11-23
tt0361309,2004-01-20
tt0104815,1992-09-04
tt0099636,1990-05-24
tt6933454,2018-07-27
tt1740047,2011-04-24
tt0104905,1992-07-24
tt0082748,1982-08-23
tt4846232,2017-08-11
tt0083193,1981-04-04
tt1951181,2013-07-03
tt1130088,2009-04-17
tt0457530,2005-10-21
tt0083113,1981-02-11
tt0089885,1985-10-18
tt2056771,2015-11-26
tt2910904,2015-10-01
tt0098659,1989-04-14
tt0138874,1999-04-30
tt5639354,2017-04-06
tt0107315,1993-10-28
tt0090563,1986-04-09
tt0117791,1996-09-04
tt0380732,2003-10-03
tt0080461,1980-05-30
tt0091817,1986-03-21
tt0168987,1999-02-14
tt0102536,1991-12-12
tt2011971,2011-09-10
tt0095649,1988-04-15
tt6915100,2018-05-18
tt7616148,2019-08-02
tt1445520,2011-05-25
tt0142201,1999-10-22
tt0120866,1999-12-25
tt0119859,1997-02-11
tt4016934,2016-06-01
tt6205872,2018-09-21
tt0082525,1981-08-21
tt3147312,2015-04-12
tt0380585,2003-11-28
tt9052870,2019-09-05
tt0216817,1999-11-05
tt0101765,1991-05-15
tt2950418,2016-08-26
tt7074886,2018-11-06
tt0103759,1992-09-16
tt0107668,1992-12-26
tt0347304,2003-11-27
tt5431890,2019-08-30
tt0118804,1997-07-13
tt6277440,2017-03-10
tt0092834,1987-11-20
tt1849718,2012-01-25
tt0099902,1990-04-21
tt0092783,1988-01-01
tt1726669,2011-09-10
tt0117477,1996-05-09
tt1172049,2016-04-06
tt0082969,1981-09-18
tt0367027,2006-05-20
tt1491044,2012-09-01
tt7752454,2018-02-16
tt0100998,1990-05-11
tt0757361,2007-08-31
tt0139362,1998-06-12
tt0162360,1999-12-03
tt0085994,1983-11-18
tt0091282,1986-05-30
tt3442006,2014-09-07
tt0087688,1984-12-14
tt0090848,1986-01-17
tt0117427,1996-03-22
tt0119219,1998-05-01
tt0097289,1989-09-01
tt0102368,1991-04-03
tt0092809,1987-09-11
tt0119630,1997-08-22
tt0097100,1989-11-10
tt0074811,1976-05-26
tt4262980,2016-07-29
tt0449851,2006-03-29
tt0119465,1997-07-18
tt0100685,1990-09-14
tt7160070,2017-12-14
tt2048824,2014-10-18
tt5537228,2017-02-10
tt0090293,1985-08-23
tt3501416,2015-07-22
tt0473692,2006-02-10
tt0318081,2005-05-15
tt0090985,1986-06-19
tt0421238,2005-10-06
tt0095853,1988-04-22
tt6654316,2017-12-15
tt0091815,1986-11-08
tt0119843,1997-12-31
tt0120274,1998-02-12
tt1034324,2009-10-21
tt0107685,1993-04-30
tt0088855,1985-11-08
tt0105197,1993-02-18
tt0096378,1988-08-05
tt0090036,1985-03-29
tt1714915,2013-12-12
tt8925540,2018-12-07
tt0116594,1996-05-01
tt0096976,1989-10-13
tt3569230,2015-09-09
tt0095454,1988-10-14
tt0216799,2000-09-23
tt0097109,1989-08-23
tt0085208,1983-04-03
tt2181931,2012-09-21
tt0104779,1992-09-02
tt0889652,2007-06-27
tt0079806,1979-08-01
tt2392830,2016-10-07
tt0485272,2007-01-26
tt0097892,1989-04-28
tt0120481,1997-10-10
tt0400400,2004-08-27
tt2452254,2014-08-20
tt5785170,2017-08-11
tt0460989,2006-03-24
tt1954352,2012-05-18
tt1029120,2008-08-15
tt0087399,1984-02-01
tt0054331,1960-10-06
tt0105156,1992-05-08
tt0405393,2008-12-19
tt5460858,2019-03-22
tt0071853,1975-05-25
tt0099595,1990-03-16
tt0045152,1952-04-09
tt0434124,2005-08-30
tt0180837,2000-01-01
tt3099498,2014-09-19
tt1289406,2009-11-11
tt0074777,1976-11-18
tt1441953,2014-10-14
tt0087006,1984-05-04
tt1423995,2010-10-07
tt0238924,2002-06-14
tt0191043,1999-02-08
tt0085513,1983-04-22
tt0257953,2001-02-23
tt8174450,2019-06-28
tt4158096,2017-03-31
tt4218696,2017-05-12
tt0119336,1998-12-25
tt0106471,1993-06-18
tt4169250,2016-09-30
tt0101700,1991-04-17
tt1980986,2012-04-05
tt0118863,1998-09-25
tt0096180,1988-05-01
tt0100822,1990-10-26
tt0845046,2007-01-22
tt1421051,2010-09-03
tt0082619,1981-05-01
tt0118819,1997-10-28
tt1524575,2015-07-24
tt0113762,1995-03-03
tt0100281,1990-01-01
tt5023260,2017-03-03
tt0092238,1986-05-28
tt0120835,1998-09-18
tt2219514,2012-07-01
tt3808342,2015-06-11
tt0107653,1993-09-14
tt0096952,1989-09-22
tt0098520,1989-10-21
tt0262462,2001-03-02
tt0110091,1994-10-14
tt0084058,1983-01-01
tt0144715,1999-09-04
tt0373861,2003-06-29
tt0102722,1991-08-30
tt1554091,2011-06-24
tt0817177,2010-08-06
tt1176244,2008-09-07
tt0106521,1993-05-21
tt0093231,1987-03-06
tt0347473,2004-04-30
tt0222850,2000-02-01
tt0111590,1994-10-19
tt0163745,2000-05-18
tt0100681,1990-09-19
tt0093727,1987-02-12
tt5321942,2016-02-19
tt0120241,1998-04-17
tt0097527,1989-04-28
tt0112682,1995-08-17
tt1242460,2011-09-28
tt0374583,2004-11-18
tt2513074,2016-11-10
tt0083619,1982-01-01
tt1653665,2017-09-29
tt0099669,1990-08-29
tt0092656,1987-09-25
tt0095532,1988-03-17
tt0093881,1987-08-28
tt0120449,1998-10-16
tt0097714,1989-10-11
tt1675192,2011-09-30
tt0287635,2001-07-06
tt0082220,1981-03-19
tt0085809,1982-04-28
tt0105789,1992-05-13
tt0977648,2008-09-06
tt7207238,2017-12-28
tt0086381,1983-09-02
tt1682180,2013-02-28
tt0787442,2012-09-01
tt0421229,2005-11-25
tt0091415,1986-03-19
tt0314725,2002-11-15
tt0103030,1991-10-23
tt0208261,2000-01-12
tt0106834,1994-05-13
tt0404030,2005-09-16
tt0120207,1997-08-15
tt6333086,2017-07-28
tt0095484,1988-04-22
tt1047011,2012-09-15
tt0428038,2005-10-21
tt0109578,1994-01-14
tt0107617,1993-06-08
tt0096913,1989-11-10
tt1095217,2009-09-11
tt2378401,2015-09-11
tt0102750,1990-09-14
tt7431594,2018-06-15
tt0451176,2006-06-05
tt0086985,1984-09-28
tt0403537,2005-04-13
tt5319866,2017-03-24
tt0104057,1991-09-10
tt0489037,2006-08-04
tt0349159,2003-09-12
tt0093509,1987-08-28
tt0119196,1998-01-23
tt0432402,2006-12-29
tt3089388,2013-12-06
tt1198101,2010-05-21
tt5278596,2016-05-20
tt0384686,2005-10-30
tt7218518,2018-02-09
tt0105078,1992-09-04
tt5997666,2017-08-04
tt0154420,1998-06-19
tt1967614,2016-12-09
tt0836700,2008-03-05
tt0093776,1987-04-17
tt0107130,1993-11-05
tt5982852,2017-02-09
tt0475937,2006-09-11
tt1445208,2015-12-04
tt8267604,2018-10-06
tt5666304,2017-06-30
tt0266747,2003-08-22
tt0287471,2001-10-24
tt0278731,2002-12-13
tt0858486,2007-09-06
tt0097530,1989-05-19
tt1490785,2016-02-05
tt0085551,1983-08-05
tt0107277,1993-11-24
tt0091757,1986-05-08
tt0171356,2000-02-04
tt2356180,2013-07-12
tt1742336,2011-09-11
tt2368254,2018-11-16
tt0099173,1990-01-16
tt5117428,2019-04-12
tt0342167,2003-09-05
tt1854236,2012-09-04
tt1521848,2010-11-10
tt0444653,2005-12-02
tt0083079,1981-10-23
tt1023441,2009-12-30
tt5977276,2019-03-01
tt1229360,2008-09-05
tt0108565,1993-04-16
tt0326977,2003-02-08
tt0111054,1994-12-01
tt1424432,2010-10-07
tt0110729,1994-09-02
tt3958780,2016-07-29
tt0120014,1997-03-04
tt0105682,1992-09-02
tt0896529,2009-10-09
tt1753813,2012-03-21
tt0109403,1994-04-22
tt2366450,2012-10-12
tt6265828,2017-04-24
tt0097635,1989-05-17
tt1741225,2011-02-11
tt0808399,2008-09-06
tt0254455,2001-08-24
tt0309912,2002-12-27
tt3127022,2017-11-10
tt0093477,1987-01-01
tt5286444,2016-02-19
tt0033467,1941-04-30
tt0194314,1999-04-13
tt6133130,2017-10-13
tt0091981,1986-11-26
tt7615302,2018-09-13
tt5342904,2017-10-06
tt0929425,2008-05-16
tt1375789,2013-01-25
tt0171359,2000-05-12
tt0093072,1987-08-22
tt0361127,2004-12-24
tt0094269,1987-10-08
tt0097884,1990-01-24
tt7522002,2017-11-13
tt0118859,1997-03-14
tt0109771,1994-12-07
tt0312549,2003-07-11
tt7985692,2019-08-09
tt0210075,2000-05-01
tt1390398,2013-02-22
tt9541602,2019-01-23
tt1226240,2012-11-02
tt0094663,1988-10-13
tt1761005,2014-05-09
tt0273435,2002-05-20
tt0105885,1992-10-23
tt0095274,1988-06-24
tt0103129,1990-11-10
tt0115640,1996-06-21
tt0099743,1990-02-09
tt0096324,1988-04-29
tt1276419,2012-03-29
tt0140282,1998-04-24
tt0097940,1989-09-06
tt0133385,1999-02-01
tt6878882,2018-02-16
tt0094336,1987-06-19
tt0102592,1992-05-08
tt3741860,2014-10-10
tt2381335,2014-05-09
tt0756729,2007-04-13
tt0094140,1987-04-10
tt0079437,1979-05-04
tt0457655,2006-02-24
tt0276919,2003-05-19
tt0099991,1990-03-09
tt1934231,2011-07-01
tt7137380,2018-12-25
tt0102443,1992-04-24
tt0436613,2005-07-22
tt0427968,2005-09-01
tt6878038,2017-08-02
tt0085838,1983-01-18
tt0106379,1994-05-06
tt0100024,1990-11-15
tt0087730,1984-05-31
tt1613750,2012-08-24
tt0098385,1989-11-03
tt2714900,2014-03-21
tt1379222,2009-10-09
tt0084112,1982-04-22
tt1291465,2010-06-04
tt0104697,1992-04-29
tt0804505,2007-09-12
tt1621444,2011-03-16
tt0100707,1990-01-19
tt4975920,2019-03-08
tt2140037,2015-12-31
tt0101606,1991-09-06
tt4995790,2017-08-25
tt0072665,1975-03-01
tt0092206,1986-11-21
tt0403358,2004-06-27
tt4978274,2016-10-14
tt0106661,1993-09-10
tt1069238,2008-09-13
tt0099327,1990-06-01
tt0107468,1993-09-09
tt0099566,1990-09-21
tt0303785,2002-01-01
tt0298856,2002-12-13
tt4326444,2016-04-08
tt0087313,1984-10-12
tt0246578,2001-01-18
tt0099266,1990-10-26
tt3172532,2015-08-07
tt4048272,2016-07-14
tt0058182,1964-07-06
tt0090852,1986-03-01
tt0274117,2001-10-17
tt0115856,1996-04-03
tt0083885,1982-09-10
tt1285309,2010-04-16
tt0445620,2005-02-14
tt0271582,2002-04-19
tt0087260,1984-05-18
tt0102458,1990-09-08
tt1827512,2011-05-18
tt0086969,1984-12-14
tt1266029,2009-12-25
tt0106827,1993-01-01
tt0095827,1988-07-22
tt0240913,2000-09-11
tt0806088,2007-08-24
tt5970844,2018-11-07
tt0212712,2004-05-20
tt1144804,2009-07-03
tt0203540,2001-07-27
tt0100065,1990-03-09
tt6288124,2018-04-04
tt0436971,2005-01-01
tt0303353,2002-08-16
tt0912593,2007-07-27
tt1433811,2012-09-11
tt2737050,2014-05-21
tt0265307,2001-09-13
tt0105377,1992-03-05
tt0090967,1986-09-20
tt1645080,2011-06-17
tt0093771,1987-09-11
tt5456546,2017-09-29
tt0117040,1996-05-20
tt1969062,2014-01-18
tt4538916,2017-12-26
tt0088707,1985-08-16
tt1220628,2009-09-25
tt0322659,2003-01-01
tt0778784,2006-08-20
tt0404802,2005-09-14
tt0097904,1989-05-24
tt1183919,2012-04-20
tt0283431,2001-05-11
tt4701702,2015-09-16
tt0456165,2005-09-09
tt0451850,2005-06-24
tt5991206,2016-12-25
tt0116913,1996-10-11
tt2891174,2014-10-09
tt0103243,1991-06-21
tt5825380,2017-12-01
tt0101317,1991-02-23
tt0086232,1983-12-01
tt0093239,1987-09-11
tt0461336,2011-03-18
tt0426155,2004-07-11
tt0112651,1996-01-30
tt0097115,1990-02-14
tt7374952,2019-05-03
tt3159708,2015-09-04
tt0087337,1984-11-28
tt0117332,1996-08-02
tt0093714,1987-09-04
tt1440770,2009-08-21
tt6495094,2018-09-28
tt1698648,2012-09-07
tt0100475,1990-09-14
tt0099166,1990-08-03
tt0088895,1985-03-01
tt2692904,2014-04-10
tt0099520,1990-01-19
tt0099342,1990-05-04
tt1020773,2010-05-18
tt0105450,1992-09-18
tt2243389,2013-03-08
tt0086374,1983-09-16
tt1017456,2008-03-20
tt0104740,1989-07-15
tt2291540,2017-11-03
tt2121382,2014-08-15
tt0111252,1994-01-15
tt1657510,2013-10-17
tt1703957,2016-06-10
tt1270262,2011-02-11
tt0128376,1997-10-31
tt0098528,1989-09-15
tt0116745,1996-08-16
tt0091671,1987-09-25
tt1070858,2008-04-27
tt0161023,1999-11-28
tt1541995,2011-07-15
tt3877296,2015-06-05
tt2258858,2012-08-31
tt0095877,1988-10-01
tt6580564,2018-05-04
tt3674140,2014-09-27
tt0101588,1991-10-11
tt0101373,1991-12-06
tt0365125,2004-09-12
tt0122529,1997-09-07
tt0104321,1992-07-10
tt0091123,1986-03-21
tt1754656,2015-07-29
tt1421046,2010-08-27
tt1974419,2016-06-08
tt0094315,1987-10-14
tt0087903,1984-02-07
tt0095709,1988-09-16
tt0234288,2000-03-16
tt4285496,2015-05-25
tt2404461,2013-05-17
tt0318761,2005-01-23
tt1559549,2010-06-25
tt0103767,1992-09-15
tt0094034,1987-05-08
tt1778924,2013-09-06
tt4559046,2016-06-03
tt0095629,1988-05-13
tt1579361,2012-10-01
tt1549572,2011-07-22
tt0460611,2006-11-22
tt0108394,1993-01-10
tt3203620,2017-05-05
tt0422528,2005-02-11
tt6843812,2018-03-30
tt0113362,1995-09-20
tt0102015,1991-09-06
tt0108328,1993-11-26
tt0162903,1999-04-14
tt0332285,2003-09-05
tt0098219,1989-08-25
tt0110939,1994-10-21
tt0361693,2005-01-20
tt2179116,2013-01-19
tt0452624,2006-12-08
tt0325055,2003-10-17
tt0373283,2003-09-11
tt4157220,2014-10-09
tt0112373,1995-06-08
tt0096869,1989-07-28
tt0103888,1992-09-09
tt0099606,1990-03-08
tt4714782,2016-10-19
tt0295725,2003-10-25
tt0088758,1985-03-01
tt0110963,1994-05-11
tt0090568,1986-04-25
tt5311542,2018-10-03
tt4242158,2015-09-25
tt0186253,1999-09-05
tt0117359,1996-09-10
tt2415458,2015-06-12
tt0275309,2001-01-18
tt0091613,1986-12-24
tt0099797,1990-10-12
tt0808279,2007-10-20
tt0090310,1985-06-19
tt0118894,1998-06-12
tt9896916,2019-04-18
tt0428003,2005-10-21
tt0099155,1990-10-12
tt1274295,2009-08-14
tt0459605,2007-01-01
tt5061814,2015-09-30
tt2073016,2012-04-02
tt0173716,2000-05-17
tt0118113,1996-07-17
tt0256408,2001-01-01
tt1620719,2010-09-10
tt1331064,2009-08-07
tt2674454,2017-05-25
tt0102757,1991-10-04
tt0235060,1999-10-16
tt4827986,2017-03-10
tt8001346,2018-05-12
tt0368913,2003-05-20
tt0102800,1989-10-01
tt0112541,1995-09-15
tt2614684,2014-10-10
tt7364566,2017-12-13
tt0166948,1986-01-17
tt0162866,1998-10-08
tt0094667,1989-09-02
tt0363589,2003-09-06
tt0136244,1998-11-17
tt0299117,2002-05-09
tt3859980,2016-08-11
tt0085473,1983-03-23
tt1188982,2014-01-24
tt1149361,2009-10-28
tt0091083,1986-06-05
tt6510332,2018-06-08
tt0092751,1987-09-25
tt0095574,1988-10-01
tt0092104,1986-08-22
tt0423409,2005-07-17
tt0104350,1992-05-24
tt0090297,1985-01-01
tt4682136,2018-05-11
tt1996264,2012-08-31
tt0091216,1986-04-27
tt0479468,2008-07-04
tt0102202,1991-01-30
tt0306069,2002-01-30
tt0097782,1989-05-05
tt0196106,2000-08-11
tt3685624,2017-04-02
tt0216772,2000-09-06
tt0085868,1983-04-08
tt0099292,1990-01-01
tt0100639,1990-09-07
tt1185420,2008-11-13
tt4276752,2015-12-18
tt0488414,2006-07-28
tt0114129,1995-05-05
tt0281686,2002-06-09
tt1592281,2011-11-25
tt0109376,1994-01-28
tt0376196,2005-09-12
tt0098153,1989-10-01
tt0475390,2006-12-12
tt0017136,1927-01-10
tt0111507,1994-01-26
tt0092569,1987-11-28
tt2433040,2015-04-06
